AGNname,galaxyName,environment,degreesJ2000RA_DecAGN,degreesJ2000RA_DecGalaxy,likelihood,virialRadius,impactParameter (kpc),redshiftDistances,vcorrGalaxy (km/s),vel_diff,distGalaxy (Mpc),AGN S/N,majorAxis (kpc),minorAxis (kpc),inclination (deg),positionAngle (deg),azimuth (deg),corrected_az (deg),RC3flag,RC3type,RC3inc (deg),RC3pa (deg),morphology,final_morphology,galaxyRedshift,AGNredshift,spectrumStatus,include,include_vir,include_custom,Lya_v,vlimits,Lya_W,Na,b,identified,comment
IRAS_F14124+0554,SDSSJ141707.45+045013.4,,"('213.72542', '5.67972')","('214.28106', '4.83706')",,,471.5981014,,1903.1,,26.80416841,,3.13,2.1,48,80,66.60830227,,,x,,x,x,,0.005467,0.0786,DG,,,,,,,,,,
SDSSJ102548.38+362258.4,KUG1026+365,,"('156.45125', '36.38278')","('157.43079', '36.27161')",,,275.287571,,1405.19,,19.79142969,,3.03,1.37,63,142,-45.52423295,,,x,,x,Spiral,,0.003868,0.1265,NP,,,,,,,,,,
PG1411+442,SBS1415+437,,"('213.45125', '44.00389')","('214.25587', '43.50152')",,,183.6889959,,843.39,,13.7,,2.99,0.6,78,x,x,,,x,,x,BlueCG         HII,,0.002031,0.0896,PL,,,,,,,,,,
MRK421,UGC06817,,"('166.11333', '38.20889')","('177.72081', '38.88028')",,,463.9385887,,508.92,,2.922,,2.84,1.08,68,65,201.6892235,,,.I..9..,,65,Im,,0.000807,0.03,SP,,,,,,,,,,
TON580,UGC06817,,"('172.78917', '31.23528')","('177.72081', '38.88028')",,,440.715082,,508.92,,2.922,,2.84,1.08,68,65,147.8210892,,,.I..9..,,65,Im,,0.000807,0.289,RT,,,,,,,,,,
J080250.09+19011,UGC04115,,"('120.70875', '19.02194')","('119.2575', '14.39083')",,,464.8086495,,465.95,,5.508,,2.82,1.58,56,145,52.39559393,,,.IA.9..,,145,IAm,,0.001137,0.12304,RT,,,,,,,,,,
4C10.08,UGC02432,,"('41.30625', '10.78972')","('44.36167', '10.13667')",,,409.443155,,541.71,,7.62971739,,2.79,2.32,34,x,x,,,x,,x,Sm:,,0.002528,0.07,SP,,,,,,,,,,
ESO031-G08,FAIRALL1251,,"('46.89583', '-72.83444')","('45.10833', '-73.54806')",,,240.7690046,,1111.64,,15.65691337,,2.64,1.91,44,x,x,,,x,,x,x,,0.00414,0.0276,SP,,,,,,,,,,
UKS0242-724,FAIRALL1251,,"('40.79042', '-72.28028')","('45.10833', '-73.54806')",,,489.8847357,,1111.64,,15.65691337,,2.64,1.91,44,x,x,,,x,,x,x,,0.00414,0.1018,SP,,,,,,,,,,
KUG1306+296,SDSSJ130402.72+281832.3,,"('197.31708', '29.3675')","('196.01133', '28.30897')",,,371.1936328,,968.93,,13.64691367,,2.64,1.16,64,57,173.9646365,,,x,,x,x,,0.002278,0.0209,DG,,,,,,,,,,
RBS390,SDSSJ031301.56+001040.2,,"('47.61583', '0.83083')","('48.25654', '0.17785')",,,475.194122,,2113.13,,29.76242694,,2.53,2.13,33,137,-1.446027002,,,x,,x,x,,0.00778,0.0801,SP,,,,,,,,,,
IRAS16474+3430,SDSSJ165254.36+360515.0,,"('252.30917', '34.41889')","('253.2265', '36.0875')",,,463.9910387,,1031.98,,14.53497223,,2.51,1.13,63,111,97.79663568,,,x,,x,x,,0.002996,0.11147,PL,,,,,,,,,,
MCG-04-24-017,MCG-01-26-030,,"('151.48083', '-23.05667')","('152.75333', '-4.69278')",,,460.9613308,,560.01,,1.435,,2.46,2.05,34,x,x,,,x,,x,IBm,,0.001081,0.012,PL,,,,,,,,,,
CTS_M00.02,MCG-01-26-030,,"('151.38708', '-24.28778')","('152.75333', '-4.69278')",,,491.8699486,,560.01,,1.435,,2.46,2.05,34,x,x,,,x,,x,IBm,,0.001081,0.154,PL,,,,,,,,,,
PKS0932+02,MCG-01-26-030,,"('143.82583', '2.07111')","('152.75333', '-4.69278')",,,280.3705864,,560.01,,1.435,,2.46,2.05,34,x,x,,,x,,x,IBm,,0.001081,0.6491,SP,,,,,,,,,,
LBQS1019+0147,MCG-01-26-030,,"('155.57917', '1.53861')","('152.75333', '-4.69278')",,,171.3404446,,560.01,,1.435,,2.46,2.05,34,x,x,,,x,,x,IBm,,0.001081,0.7903,SP,,,,,,,,,,
MRK1501,UGC00134,,"('2.62917', '10.97444')","('3.51458', '12.89611')",,,256.1970771,,494.44,,6.963874886,,2.43,2.43,0,x,x,,,x,,x,S IV-V,,0.002548,0.0893,SP,,,,,,,,,,
3C263,SDSSJ112717.65+653603.8,,"('174.9875', '65.7975')","('171.82357', '65.60108')",,,455.0048569,,1405.84,,19.80052218,,2.31,1.87,36,177,89.44748248,,,x,,x,x,,0.004097,0.646,SP,,,,,,,,,,
MRK486,MRK0487,,"('234.15958', '54.55917')","('234.26746', '55.2634')",,,185.0803744,,832.77,,15,,1.96,1.57,37,x,x,,,.......,,-99,BCDG           HII,,0.002218,0.0389,SP,,,,,,,,,,
SDSSJ142856.41+165339.3,UGC09128,,"('217.235', '16.89417')","('213.98551', '23.05527')",,,433.9240522,,418.58,,3.616,,1.74,1.35,39,x,x,,,x,,x,ImIV-V,,0.000509,0.1816,DG,,,,,,,,,,
SDSSJ141038.40+230447.0,UGC09128,,"('212.66', '23.07972')","('213.98551', '23.05527')",,,76.98092692,,418.58,,3.616,,1.74,1.35,39,x,x,,,x,,x,ImIV-V,,0.000509,0.796,NP,,,,,,,,,,
RBS1892,2MASXJ22350531-4627406,,"('341.335', '-46.87')","('338.77217', '-46.46125')",,,314.907762,,709.51,,9.993085445,,1.65,0.89,57,30,69.06962663,,,x,,x,S,,0.003122,0.201,SP,,,,,,,,,,
NGC3256,AM1013-394,,"('156.96375', '-43.90333')","('154.02697', '-39.98947')",,,449.726675,,408.24,,5.74991283,,1.51,0.84,56,x,x,,,x,,x,DWARF,,0.000877,0.0091,RT,,,,,,,,,,
IRAS21219-1757,2MFGC16242,,"('321.17375', '-17.74611')","('322.15775', '-21.36394')",,,464.3067787,,505.74,,7.123123499,,1.51,0.27,80,x,x,,,x,,x,x,,0.002415,0.112,SP,,,,,,,,,,
RX_J1342.7+1844,UGC08638,,"('205.69542', '18.74528')","('204.83085', '24.77558')",,,384.3580718,,554.55,,3.62,,1.4,0.95,47,70,101.842944,,,x,,x,Im,,0.000915,0.382,DG,,,,,,,,,,
NGC3783,HIPASSJ1214-38,,"('174.7575', '-37.73861')","('183.45675', '-38.23137')",,,385.8235309,,797.74,,3.217,,1.38,0.61,64,20,73.2444463,,,.IB.9..,,20,IBm,,0.002035,0.0097,NP,,,,,,,,,,
SDSSJ143832.04+390333.7,MRK0475,,"('219.63333', '39.05917')","('219.77276', '36.80607')",,,377.9598019,,819.59,,9.6000004,,1.36,0.99,43,84,92.45927045,,,.......,,-99,BCD            WR,,0.001945,0.243415,NP,,,,,,,,,,
SDSSJ140655.66+015712.8,NGC5434,,"('211.73208', '1.95361')","('210.84644', '9.44809')",,,498.4967264,,5912.38,,3.785,,1.24,1.22,11,x,x,,,.SA.5..,,-99,SAc,,0.018806,0.426,RT,,,,,,,,,,
TOL1247-232,PGC043978,,"('192.57875', '-23.56583')","('193.72523', '-28.34087')",,,497.48187,,868.58,,5.835,,1.14,1.05,23,161,5.506712374,,,x,,x,dwarf Im,,0.00215,0.048,NP,,,,,,,,,,
CSO1042,UGC08833,,"('214.82', '32.05083')","('208.70281', '35.83742')",,,359.2444321,,486.21,,3.252,,1.07,0.93,30,x,x,,,x,,x,Im:,,0.000756,0.377,PL,,,,,,,,,,
SDSSJ152141.42+075921.7,SextansDwarfSpheroidal,,"('230.4225', '7.98917')","('153.26232', '-1.6146')",,,119.0651457,,465.77,,0.088,,0.77,0.31,66,x,x,,,x,,x,Dwarf spheroidal,,0.000747,0.094275,NP,,,,,,,,,,
HS1606+4345,SextansDwarfSpheroidal,,"('242.05125', '43.63')","('153.26232', '-1.6146')",,,138.595239,,465.77,,0.088,,0.77,0.31,66,x,x,,,x,,x,Dwarf spheroidal,,0.000747,0.0284,DG,,,,,,,,,,
SDSSJ161245.52+081701.0,SextansDwarfSpheroidal,,"('243.18958', '8.28361')","('153.26232', '-1.6146')",,,138.4767981,,465.77,,0.088,,0.77,0.31,66,x,x,,,x,,x,Dwarf spheroidal,,0.000747,0.149058,NP,,,,,,,,,,
NGC7552,SextansDwarfSpheroidal,,"('349.045', '-42.58472')","('153.26232', '-1.6146')",,,205.1405527,,465.77,,0.088,,0.77,0.31,66,x,x,,,x,,x,Dwarf spheroidal,,0.000747,0.0053,SP,,,,,,,,,,
NGC7714,SextansDwarfSpheroidal,,"('354.05875', '2.155')","('153.26232', '-1.6146')",,,244.525934,,465.77,,0.088,,0.77,0.31,66,x,x,,,x,,x,Dwarf spheroidal,,0.000747,0.0093,SP,,,,,,,,,,
NGC7469,SextansDwarfSpheroidal,,"('345.815', '8.87389')","('153.26232', '-1.6146')",,,254.2703525,,465.77,,0.088,,0.77,0.31,66,x,x,,,x,,x,Dwarf spheroidal,,0.000747,0.0163,SP,,,,,,,,,,
IRAS08339+6517,SextansDwarfSpheroidal,,"('129.59667', '65.12083')","('153.26232', '-1.6146')",,,105.8591357,,465.77,,0.088,,0.77,0.31,66,x,x,,,x,,x,Dwarf spheroidal,,0.000747,0.0191,RT,,,,,,,,,,
ESO350-IG38,SextansDwarfSpheroidal,,"('9.21583', '33.55472')","('153.26232', '-1.6146')",,,205.2294963,,465.77,,0.088,,0.77,0.31,66,x,x,,,x,,x,Dwarf spheroidal,,0.000747,0.0206,SP,,,,,,,,,,
UGC12163,SextansDwarfSpheroidal,,"('340.66375', '29.72556')","('153.26232', '-1.6146')",,,231.9528112,,465.77,,0.088,,0.77,0.31,66,x,x,,,x,,x,Dwarf spheroidal,,0.000747,0.0247,SP,,,,,,,,,,
IRAS16087+4308,SextansDwarfSpheroidal,,"('242.585', '43.00972')","('153.26232', '-1.6146')",,,139.1610509,,465.77,,0.088,,0.77,0.31,66,x,x,,,x,,x,Dwarf spheroidal,,0.000747,0.0252,DG,,,,,,,,,,
MRK595,SextansDwarfSpheroidal,,"('40.39542', '7.18722')","('153.26232', '-1.6146')",,,173.3815652,,465.77,,0.088,,0.77,0.31,66,x,x,,,x,,x,Dwarf spheroidal,,0.000747,0.027,SP,,,,,,,,,,
MRK279,SextansDwarfSpheroidal,,"('208.26458', '69.30833')","('153.26232', '-1.6146')",,,122.6416628,,465.77,,0.088,,0.77,0.31,66,x,x,,,x,,x,Dwarf spheroidal,,0.000747,0.0305,SP,,,,,,,,,,
HE0003-5023,SextansDwarfSpheroidal,,"('1.42917', '-50.11528')","('153.26232', '-1.6146')",,,188.790937,,465.77,,0.088,,0.77,0.31,66,x,x,,,x,,x,Dwarf spheroidal,,0.000747,0.033,DG,,,,,,,,,,
MRK509,SextansDwarfSpheroidal,,"('311.04042', '-10.72333')","('153.26232', '-1.6146')",,,237.5761832,,465.77,,0.088,,0.77,0.31,66,x,x,,,x,,x,Dwarf spheroidal,,0.000747,0.0344,SP,,,,,,,,,,
MCG-02-16-004,SextansDwarfSpheroidal,,"('93.145', '-14.25778')","('153.26232', '-1.6146')",,,93.20385372,,465.77,,0.088,,0.77,0.31,66,x,x,,,x,,x,Dwarf spheroidal,,0.000747,0.0358,SP,,,,,,,,,,
MRK504,SextansDwarfSpheroidal,,"('255.2825', '29.40694')","('153.26232', '-1.6146')",,,155.5174305,,465.77,,0.088,,0.77,0.31,66,x,x,,,x,,x,Dwarf spheroidal,,0.000747,0.0359,SP,,,,,,,,,,
ESO141-G55,SextansDwarfSpheroidal,,"('290.30958', '-58.67028')","('153.26232', '-1.6146')",,,170.2935942,,465.77,,0.088,,0.77,0.31,66,x,x,,,x,,x,Dwarf spheroidal,,0.000747,0.036,SP,,,,,,,,,,
MRK841,SextansDwarfSpheroidal,,"('226.005', '10.43778')","('153.26232', '-1.6146')",,,112.6566465,,465.77,,0.088,,0.77,0.31,66,x,x,,,x,,x,Dwarf spheroidal,,0.000747,0.0364,PL,,,,,,,,,,
HS1831+5338,SextansDwarfSpheroidal,,"('278.20708', '53.67278')","('153.26232', '-1.6146')",,,170.8152245,,465.77,,0.088,,0.77,0.31,66,x,x,,,x,,x,Dwarf spheroidal,,0.000747,0.039,SP,,,,,,,,,,
FAIRALL9,SextansDwarfSpheroidal,,"('20.94083', '-58.80583')","('153.26232', '-1.6146')",,,167.3109828,,465.77,,0.088,,0.77,0.31,66,x,x,,,x,,x,Dwarf spheroidal,,0.000747,0.047,SP,,,,,,,,,,
ESO265-G23,SextansDwarfSpheroidal,,"('170.19958', '-43.26417')","('153.26232', '-1.6146')",,,68.04533441,,465.77,,0.088,,0.77,0.31,66,x,x,,,x,,x,Dwarf spheroidal,,0.000747,0.056,SP,,,,,,,,,,
RX_J1508.8+6814,SextansDwarfSpheroidal,,"('227.22', '68.23528')","('153.26232', '-1.6146')",,,131.5126738,,465.77,,0.088,,0.77,0.31,66,x,x,,,x,,x,Dwarf spheroidal,,0.000747,0.0586,SP,,,,,,,,,,
MRK1502,SextansDwarfSpheroidal,,"('13.39542', '12.69333')","('153.26232', '-1.6146')",,,213.0938923,,465.77,,0.088,,0.77,0.31,66,x,x,,,x,,x,Dwarf spheroidal,,0.000747,0.0611,SP,,,,,,,,,,
RBS144,SextansDwarfSpheroidal,,"('15.11292', '-51.23194')","('153.26232', '-1.6146')",,,178.7418357,,465.77,,0.088,,0.77,0.31,66,x,x,,,x,,x,Dwarf spheroidal,,0.000747,0.062,SP,,,,,,,,,,
MRK1513,SextansDwarfSpheroidal,,"('323.11583', '10.13861')","('153.26232', '-1.6146')",,,256.1809458,,465.77,,0.088,,0.77,0.31,66,x,x,,,x,,x,Dwarf spheroidal,,0.000747,0.063,SP,,,,,,,,,,
RX_J0503.1-6634,SextansDwarfSpheroidal,,"('75.76667', '-66.56278')","('153.26232', '-1.6146')",,,128.3591498,,465.77,,0.088,,0.77,0.31,66,x,x,,,x,,x,Dwarf spheroidal,,0.000747,0.064,SP,,,,,,,,,,
IRAS23365+3604,SextansDwarfSpheroidal,,"('354.75542', '36.3525')","('153.26232', '-1.6146')",,,214.9889704,,465.77,,0.088,,0.77,0.31,66,x,x,,,x,,x,Dwarf spheroidal,,0.000747,0.064,DG,,,,,,,,,,
PG1448+273,SextansDwarfSpheroidal,,"('222.78667', '27.1575')","('153.26232', '-1.6146')",,,111.5775647,,465.77,,0.088,,0.77,0.31,66,x,x,,,x,,x,Dwarf spheroidal,,0.000747,0.065,DG,,,,,,,,,,
1H1613-097,SextansDwarfSpheroidal,,"('243.82917', '-9.60361')","('153.26232', '-1.6146')",,,138.6744813,,465.77,,0.088,,0.77,0.31,66,x,x,,,x,,x,Dwarf spheroidal,,0.000747,0.065,PL,,,,,,,,,,
SBS1624+575,SextansDwarfSpheroidal,,"('246.36042', '57.4575')","('153.26232', '-1.6146')",,,142.8798241,,465.77,,0.088,,0.77,0.31,66,x,x,,,x,,x,Dwarf spheroidal,,0.000747,0.067,SP,,,,,,,,,,
SDSSJ152521.88+075720.3,SextansDwarfSpheroidal,,"('231.34083', '7.95556')","('153.26232', '-1.6146')",,,120.4564983,,465.77,,0.088,,0.77,0.31,66,x,x,,,x,,x,Dwarf spheroidal,,0.000747,0.0757,DG,,,,,,,,,,
IRAS00262+4251,SextansDwarfSpheroidal,,"('7.22542', '43.13778')","('153.26232', '-1.6146')",,,197.556733,,465.77,,0.088,,0.77,0.31,66,x,x,,,x,,x,Dwarf spheroidal,,0.000747,0.097,PL,,,,,,,,,,
RBS1897,SextansDwarfSpheroidal,,"('342.17167', '-51.165')","('153.26232', '-1.6146')",,,194.5637123,,465.77,,0.088,,0.77,0.31,66,x,x,,,x,,x,Dwarf spheroidal,,0.000747,0.1,SP,,,,,,,,,,
SBS1648+547,SextansDwarfSpheroidal,,"('252.44583', '54.70972')","('153.26232', '-1.6146')",,,148.3870655,,465.77,,0.088,,0.77,0.31,66,x,x,,,x,,x,Dwarf spheroidal,,0.000747,0.1038,PL,,,,,,,,,,
IRAS17028+5817,SextansDwarfSpheroidal,,"('255.925', '58.22889')","('153.26232', '-1.6146')",,,150.5310444,,465.77,,0.088,,0.77,0.31,66,x,x,,,x,,x,Dwarf spheroidal,,0.000747,0.1061,DG,,,,,,,,,,
MRK877,SextansDwarfSpheroidal,,"('245.04667', '17.40778')","('153.26232', '-1.6146')",,,141.5862745,,465.77,,0.088,,0.77,0.31,66,x,x,,,x,,x,Dwarf spheroidal,,0.000747,0.114,DG,,,,,,,,,,
IRAS01003-2238,SextansDwarfSpheroidal,,"('15.70792', '-22.36583')","('153.26232', '-1.6146')",,,203.00828,,465.77,,0.088,,0.77,0.31,66,x,x,,,x,,x,Dwarf spheroidal,,0.000747,0.1177,SP,,,,,,,,,,
HS0033+4300,SextansDwarfSpheroidal,,"('9.09583', '43.27778')","('153.26232', '-1.6146')",,,195.8877182,,465.77,,0.088,,0.77,0.31,66,x,x,,,x,,x,Dwarf spheroidal,,0.000747,0.12,SP,,,,,,,,,,
IRAS_F21013-0739,SextansDwarfSpheroidal,,"('315.995', '-7.46722')","('153.26232', '-1.6146')",,,246.5505774,,465.77,,0.088,,0.77,0.31,66,x,x,,,x,,x,Dwarf spheroidal,,0.000747,0.137,DG,,,,,,,,,,
HE2258-5524,SextansDwarfSpheroidal,,"('345.46667', '-55.14194')","('153.26232', '-1.6146')",,,187.9365395,,465.77,,0.088,,0.77,0.31,66,x,x,,,x,,x,Dwarf spheroidal,,0.000747,0.141,PL,,,,,,,,,,
PG2349-014,SextansDwarfSpheroidal,,"('357.98375', '-1.15361')","('153.26232', '-1.6146')",,,238.2574539,,465.77,,0.088,,0.77,0.31,66,x,x,,,x,,x,Dwarf spheroidal,,0.000747,0.174,SP,,,,,,,,,,
IRAS17254-1413,SextansDwarfSpheroidal,,"('262.08292', '-14.26556')","('153.26232', '-1.6146')",,,165.5592652,,465.77,,0.088,,0.77,0.31,66,x,x,,,x,,x,Dwarf spheroidal,,0.000747,0.184,PL,,,,,,,,,,
PHL1811,SextansDwarfSpheroidal,,"('328.75583', '-9.37333')","('153.26232', '-1.6146')",,,258.2297703,,465.77,,0.088,,0.77,0.31,66,x,x,,,x,,x,Dwarf spheroidal,,0.000747,0.192,SP,,,,,,,,,,
PHL2525,SextansDwarfSpheroidal,,"('0.10167', '-12.76333')","('153.26232', '-1.6146')",,,229.9685448,,465.77,,0.088,,0.77,0.31,66,x,x,,,x,,x,Dwarf spheroidal,,0.000747,0.2,SP,,,,,,,,,,
PKS2135-14,SextansDwarfSpheroidal,,"('324.43833', '-14.54861')","('153.26232', '-1.6146')",,,248.2402128,,465.77,,0.088,,0.77,0.31,66,x,x,,,x,,x,Dwarf spheroidal,,0.000747,0.2003,PL,,,,,,,,,,
SDSSJ161723.70+085415.0,SextansDwarfSpheroidal,,"('244.34875', '8.90417')","('153.26232', '-1.6146')",,,140.261817,,465.77,,0.088,,0.77,0.31,66,x,x,,,x,,x,Dwarf spheroidal,,0.000747,0.206,PL,,,,,,,,,,
PKS0312-77,SextansDwarfSpheroidal,,"('47.97792', '-76.86444')","('153.26232', '-1.6146')",,,141.0856563,,465.77,,0.088,,0.77,0.31,66,x,x,,,x,,x,Dwarf spheroidal,,0.000747,0.223,SP,,,,,,,,,,
RX_J1717.5+6559,SextansDwarfSpheroidal,,"('259.40833', '65.99417')","('153.26232', '-1.6146')",,,150.4865239,,465.77,,0.088,,0.77,0.31,66,x,x,,,x,,x,Dwarf spheroidal,,0.000747,0.2927,SP,,,,,,,,,,
H1821+643,SextansDwarfSpheroidal,,"('275.48833', '64.34333')","('153.26232', '-1.6146')",,,161.0295732,,465.77,,0.088,,0.77,0.31,66,x,x,,,x,,x,Dwarf spheroidal,,0.000747,0.297,SP,,,,,,,,,,
RBS1992,SextansDwarfSpheroidal,,"('350.46208', '-70.44583')","('153.26232', '-1.6146')",,,164.4027976,,465.77,,0.088,,0.77,0.31,66,x,x,,,x,,x,Dwarf spheroidal,,0.000747,0.3004,NP,,,,,,,,,,
PG2233+134,SextansDwarfSpheroidal,,"('339.03208', '13.73194')","('153.26232', '-1.6146')",,,255.8885513,,465.77,,0.088,,0.77,0.31,66,x,x,,,x,,x,Dwarf spheroidal,,0.000747,0.325,PL,,,,,,,,,,
MS0117.2-2837,SextansDwarfSpheroidal,,"('19.89875', '-28.35861')","('153.26232', '-1.6146')",,,193.828827,,465.77,,0.088,,0.77,0.31,66,x,x,,,x,,x,Dwarf spheroidal,,0.000747,0.347,SP,,,,,,,,,,
PG1553+113,SextansDwarfSpheroidal,,"('238.92958', '11.19')","('153.26232', '-1.6146')",,,132.1872211,,465.77,,0.088,,0.77,0.31,66,x,x,,,x,,x,Dwarf spheroidal,,0.000747,0.36,SP,,,,,,,,,,
TON236,SextansDwarfSpheroidal,,"('232.16917', '28.42472')","('153.26232', '-1.6146')",,,124.4698541,,465.77,,0.088,,0.77,0.31,66,x,x,,,x,,x,Dwarf spheroidal,,0.000747,0.45,SP,,,,,,,,,,
HE0153-4520,SextansDwarfSpheroidal,,"('28.805', '-45.10333')","('153.26232', '-1.6146')",,,172.4594004,,465.77,,0.088,,0.77,0.31,66,x,x,,,x,,x,Dwarf spheroidal,,0.000747,0.451,SP,,,,,,,,,,
HE0226-4110,SextansDwarfSpheroidal,,"('37.06333', '-40.95444')","('153.26232', '-1.6146')",,,166.4141435,,465.77,,0.088,,0.77,0.31,66,x,x,,,x,,x,Dwarf spheroidal,,0.000747,0.495,SP,,,,,,,,,,
SDSSJ155048.30+400144.0,SextansDwarfSpheroidal,,"('237.70125', '40.02889')","('153.26232', '-1.6146')",,,133.2949461,,465.77,,0.088,,0.77,0.31,66,x,x,,,x,,x,Dwarf spheroidal,,0.000747,0.497,DG,,,,,,,,,,
PKS2128-12,SextansDwarfSpheroidal,,"('322.89708', '-12.11778')","('153.26232', '-1.6146')",,,250.0987115,,465.77,,0.088,,0.77,0.31,66,x,x,,,x,,x,Dwarf spheroidal,,0.000747,0.501,PL,,,,,,,,,,
HS1102+3441,SextansDwarfSpheroidal,,"('166.41583', '34.42639')","('153.26232', '-1.6146')",,,58.51327855,,465.77,,0.088,,0.77,0.31,66,x,x,,,x,,x,Dwarf spheroidal,,0.000747,0.51,SP,,,,,,,,,,
SDSSJ040148.98-054056.5,SextansDwarfSpheroidal,,"('60.45417', '-5.6825')","('153.26232', '-1.6146')",,,142.2743813,,465.77,,0.088,,0.77,0.31,66,x,x,,,x,,x,Dwarf spheroidal,,0.000747,0.57,DG,,,,,,,,,,
PKS0439-433,SextansDwarfSpheroidal,,"('70.32208', '-43.22861')","('153.26232', '-1.6146')",,,128.6354243,,465.77,,0.088,,0.77,0.31,66,x,x,,,x,,x,Dwarf spheroidal,,0.000747,0.593,SP,,,,,,,,,,
PKS0637-75,SextansDwarfSpheroidal,,"('98.94375', '-75.27139')","('153.26232', '-1.6146')",,,122.7070404,,465.77,,0.088,,0.77,0.31,66,x,x,,,x,,x,Dwarf spheroidal,,0.000747,0.653,SP,,,,,,,,,,
SDSSJ154553.50+093620.0,SextansDwarfSpheroidal,,"('236.47292', '9.60556')","('153.26232', '-1.6146')",,,128.369747,,465.77,,0.088,,0.77,0.31,66,x,x,,,x,,x,Dwarf spheroidal,,0.000747,0.665,DG,,,,,,,,,,
3C57,SextansDwarfSpheroidal,,"('30.48792', '-11.54278')","('153.26232', '-1.6146')",,,186.8210177,,465.77,,0.088,,0.77,0.31,66,x,x,,,x,,x,Dwarf spheroidal,,0.000747,0.669,SP,,,,,,,,,,
SDSSJ151428.60+361958.0,SextansDwarfSpheroidal,,"('228.61917', '36.33278')","('153.26232', '-1.6146')",,,121.6876592,,465.77,,0.088,,0.77,0.31,66,x,x,,,x,,x,Dwarf spheroidal,,0.000747,0.695,DG,,,,,,,,,,
HE2259-5524,SextansDwarfSpheroidal,,"('345.59375', '-55.14083')","('153.26232', '-1.6146')",,,187.9101406,,465.77,,0.088,,0.77,0.31,66,x,x,,,x,,x,Dwarf spheroidal,,0.000747,0.851,PL,,,,,,,,,,
3C454.3,SextansDwarfSpheroidal,,"('343.49042', '16.14806')","('153.26232', '-1.6146')",,,249.2984903,,465.77,,0.088,,0.77,0.31,66,x,x,,,x,,x,Dwarf spheroidal,,0.000747,0.859,PL,,,,,,,,,,
LBQS1435-0134,SextansDwarfSpheroidal,,"('219.45083', '-1.78639')","('153.26232', '-1.6146')",,,101.6080449,,465.77,,0.088,,0.77,0.31,66,x,x,,,x,,x,Dwarf spheroidal,,0.000747,1.31,SP,,,,,,,,,,
4C57.27,SextansDwarfSpheroidal,,"('240.9825', '57.515')","('153.26232', '-1.6146')",,,138.4422644,,465.77,,0.088,,0.77,0.31,66,x,x,,,x,,x,Dwarf spheroidal,,0.000747,2.858,NP,,,,,,,,,,
